,0
0,0.0
1,-7.018871206901343e-20
2,-1.5359999999999998
3,0.0
4,0.0
5,0.0
6,-1.2490362067800124e-14
7,-9.335098705381339e-18
8,-2.015641791044784
9,0.0
10,0.0
11,0.0
12,-19.920223880597263
13,0.0
14,-0.9120000000000064
15,0.0
16,0.0
17,0.0
18,-0.510447761194289
19,-9.335098705381339e-18
20,-1.9683582089552218
21,0.0
22,0.0
23,0.0
24,19.409776119402995
25,-7.018871206901343e-20
26,-1.5359999999999998
27,0.0
28,0.0
29,0.0
30,-1.2490362067800124e-14
