,0
0,-3.840000000000019
1,-1.7256332301709633e-31
2,-3.2640000000000278
3,0.0
4,-28.728
5,0.0
6,-258.5520000000033
7,-1.7256332301709633e-31
8,-3.263999999999992
9,0.0
10,-28.728
11,0.0
12,258.55199999999996
13,-1.7256332301709633e-31
14,-3.2640000000000384
15,0.0
16,28.728000000000367
17,0.0
18,-258.5520000000033
19,-1.7256332301709633e-31
20,-3.2640000000000025
21,0.0
22,28.728000000000367
23,0.0
24,258.55199999999996
