,0,1,2,3,4,5,6,7,8,9,10,11
0,48183.154821708915,-8905.59892477108,20623.890607266414,1443389.6026858387,21513.106350139336,-2744037.9048226234,-40.04801801367331,-262.2646380854841,-23.121727953350284,-0.003286105283768728,4.621502148328914e-07,0.0056864593422853525
1,-8905.598924771082,3584.0952183298614,-5141.649936511424,-315394.2436879238,0.0,546278.8544822439,-262.2646380854841,-1717.4736451964009,-151.41855939757397,0.0,0.0,0.0
2,20623.890607266414,-5141.649936511424,24368.73723402358,1077355.1535102706,-37261.79322707399,-1443389.6026858387,-23.12172795335028,-151.41855939757394,-13.349346297681134,0.005691701310507982,-8.004676528194398e-07,-0.009849236496012935
3,466981.47130758245,-116592.803230438,513625.6560200951,16699095.795002218,-1090902.4903202495,-16060249.90584582,0.007170737144173255,-0.0014595347789293264,0.004134785052253848,-6395.335955371003,-41880.497085136005,-3692.28066285143
4,21513.10635013933,0.0,-37261.79322707398,-1090902.4903202495,504900.09404429584,-629832.846446029,-4.621502148328876e-07,0.0,8.004676528194332e-07,-41880.497085136,-274259.97298749606,-24179.716265898605
5,-1052849.4123520956,201944.6589919994,-466981.47130758234,-16060249.90584582,-629832.846446029,35243875.00778772,-0.012414839093206804,0.0025279883925194034,-0.007170737144173255,-3692.28066285143,-24179.716265898605,-2131.857486129156
6,-40.04886570812731,-262.26446495674355,-23.122223427243878,-0.000493573110719201,-2.137306916050826e-06,0.0008791362447273598,-28462.849430732073,5747.374959443036,-12823.624616118737,-54226.47214208837,-1565.577241446969,111680.6643585663
7,-262.26446495674355,-1717.4736804462536,-151.41845944164902,0.00010263119080408541,0.0,-0.0001777624369139717,5747.374959443036,600.6785285735248,3318.2484799681506,12606.350486091991,0.0,-21834.839539931945
8,-23.122223427243874,-151.418459441649,-13.349621868163453,-0.00030920710805037614,3.7019241699683814e-06,0.0004935731107192011,-12823.62461611874,3318.2484799681506,-13655.403182526337,-49065.32778168933,2711.659325359679,54226.47214208837
9,-0.0071707371441732575,0.001459534778929327,-0.00413478505225385,-6395.335955371003,-41880.497085136005,-3692.28066285143,-466981.4713075824,116592.803230438,-513625.65602009516,16699095.795002218,-1090902.4903202495,-16060249.90584582
10,4.62150214832885e-07,0.0,-8.004676528194288e-07,-41880.497085136,-274259.97298749606,-24179.716265898605,-21513.106350139336,0.0,37261.79322707399,-1090902.4903202495,504900.09404429584,-629832.846446029
11,0.01241483909320681,-0.0025279883925194042,0.007170737144173258,-3692.28066285143,-24179.716265898605,-2131.857486129156,1052849.4123520956,-201944.6589919994,466981.47130758234,-16060249.90584582,-629832.846446029,35243875.00778772
