,0,1,2,3,4,5,6,7,8,9,10,11
0,6.101288557213081,2.6857527586047366e-14,0.0,0.0,0.0,-440.51542288551184,-1.1012885572139621,-2.7041224605919415e-14,0.0,0.0,0.0,-440.51542288557835
1,2.6857527586047366e-14,444.718,0.0,0.0,0.0,2.697379013058924e-14,-2.7041224605919415e-14,-442.718,0.0,0.0,0.0,2.697379013059331e-14
2,0.0,0.0,1.1012885572130815,440.51542288551184,-2.697379013058924e-14,0.0,0.0,0.0,-1.1012885572139621,440.51542288557835,-2.697379013059331e-14,0.0
3,0.0,0.0,440.5154228855014,235235.23582088735,-1.1960610124546494e-11,0.0,0.0,0.0,-440.515422885568,117177.10248756279,-9.618421979927388e-12,0.0
4,0.0,0.0,-2.69737901305886e-14,-1.1960610124546494e-11,39903.64906666667,0.0,0.0,0.0,2.697379013059268e-14,-9.618421979927388e-12,-39903.64906666667,0.0
5,-440.5154228855014,2.69737901305886e-14,0.0,0.0,0.0,235235.23582088735,440.515422885568,-2.697379013059268e-14,0.0,0.0,0.0,117177.10248756279
6,-1.1012885572139712,-2.704122460591941e-14,0.0,0.0,0.0,440.5154228855734,1.10128855721472,2.7041224605919367e-14,0.0,0.0,0.0,440.5154228856062
7,-2.704122460591941e-14,-442.718,0.0,0.0,0.0,-2.6973790130593007e-14,2.7041224605919367e-14,442.718,0.0,0.0,0.0,-2.6973790130595017e-14
8,0.0,0.0,-1.1012885572139712,-440.5154228855734,2.6973790130593007e-14,0.0,0.0,0.0,1.10128855721472,-440.5154228856062,2.6973790130595017e-14,0.0
9,0.0,0.0,440.51542288558556,117177.10248756342,-9.618421979927425e-12,0.0,0.0,0.0,-440.5154228856095,235235.23582089783,-1.1960610124547136e-11,0.0
10,0.0,0.0,-2.6973790130593752e-14,-9.618421979927425e-12,-39903.64906666667,0.0,0.0,0.0,2.697379013059522e-14,-1.1960610124547136e-11,39903.64906666667,0.0
11,-440.51542288558556,2.6973790130593752e-14,0.0,0.0,0.0,117177.10248756342,440.5154228856095,-2.697379013059522e-14,0.0,0.0,0.0,235235.23582089783
