,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,201.62945628598104,2.1548821459527985e-14,3.598503409273905e-14,0.0,-391.56926478719777,563.8597412935585,-196.76355555555557,0.0,0.0,0.0,0.0,0.0,-2.6104617652479316,0.0,-3.5985034092739155e-14,0.0,-391.569264787176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1548821459527985e-14,365.0029821373316,0.0,1566.277059148791,0.0,174.03078434982643,0.0,-0.3867350763330238,0.0,0.0,0.0,174.0307843498583,0.0,-10.441847060991726,0.0,1566.277059148704,0.0,-9.590680935321949e-14,0.0,0.0,0.0,0.0,0.0,0.0
2,3.598503409273905e-14,0.0,590.9512101770438,-140.96493532338962,-43.50769608745661,0.0,0.0,0.0,-0.09668376908325595,0.0,-43.50769608746457,0.0,-3.5985034092739155e-14,0.0,-590.2906666666667,0.0,2.3976702338304873e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1566.2770591488338,-140.96493532339503,367899.6736327837,-2.0866074370637837e-12,-1.788168299150972e-11,0.0,0.0,0.0,-7205.645374074074,0.0,0.0,0.0,-1566.2770591487485,0.0,156236.13665008455,0.0,-1.0890359814456338e-11,0.0,0.0,0.0,0.0,0.0,0.0
4,-391.56926478720845,0.0,-43.50769608745689,-2.0866074370637837e-12,117519.15537150888,0.0,0.0,0.0,43.5076960874635,0.0,13019.678054173644,0.0,391.56926478718714,0.0,-2.3976702338305558e-14,0.0,39059.03416252114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,563.8597412935801,174.03078434982757,0.0,-1.788168299150972e-11,0.0,314354.1184771125,0.0,-174.030784349854,0.0,0.0,0.0,52078.71221669458,0.0,9.590680935322223e-14,0.0,-1.0890359814456338e-11,0.0,-21616.93612222222,0.0,0.0,0.0,0.0,0.0,0.0
6,-196.76355555555557,0.0,0.0,0.0,0.0,0.0,201.62945628598104,2.1548821459527985e-14,3.598503409273905e-14,0.0,-391.56926478719777,563.8597412935585,0.0,0.0,0.0,0.0,0.0,0.0,-2.6104617652479316,0.0,-3.5985034092739155e-14,0.0,-391.569264787176,0.0
7,0.0,-0.38673507633302695,0.0,0.0,0.0,-174.03078434985645,2.1548821459527985e-14,365.0029821373322,0.0,1566.277059148791,0.0,-174.030784349869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.441847060991726,0.0,1566.277059148704,0.0,-9.590680935321949e-14
8,0.0,0.0,-0.09668376908325674,0.0,43.50769608746411,0.0,3.598503409273905e-14,0.0,590.9512101770439,-140.96493532338962,43.50769608746725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5985034092739155e-14,0.0,-590.2906666666667,0.0,2.3976702338304873e-14,0.0
9,0.0,0.0,0.0,-7205.645374074074,0.0,0.0,0.0,1566.2770591488338,-140.96493532339503,367899.6736327837,-2.0866074370637837e-12,-1.788168299150972e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1566.2770591487485,0.0,156236.13665008455,0.0,-1.0890359814456338e-11
10,0.0,0.0,-43.507696087465234,0.0,13019.678054173712,0.0,-391.56926478720845,0.0,43.50769608746763,-2.0866074370637837e-12,117519.15537151005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.56926478718714,0.0,-2.3976702338305558e-14,0.0,39059.03416252114,0.0
11,0.0,174.03078434986094,0.0,0.0,0.0,52078.71221669485,563.8597412935801,-174.03078434987052,0.0,-1.788168299150972e-11,0.0,314354.1184771171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.590680935322223e-14,0.0,-1.0890359814456338e-11,0.0,-21616.93612222222
12,-2.6104617652479103,0.0,-3.5985034092739155e-14,0.0,391.56926478718066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.62945628597714,2.1548821459527985e-14,3.598503409273928e-14,0.0,391.56926478711387,563.8597412935585,-196.76355555555557,0.0,0.0,0.0,0.0,0.0
13,0.0,-10.441847060991641,0.0,-1566.2770591487226,0.0,9.590680935322064e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.1548821459527985e-14,365.00298213731605,0.0,-1566.2770591484555,0.0,174.0307843498266,0.0,-0.3867350763330238,0.0,0.0,0.0,174.0307843498583
14,-3.5985034092739155e-14,0.0,-590.2906666666667,0.0,-2.397670233830516e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.598503409273928e-14,0.0,590.9512101770438,-140.96493532338962,-43.50769608745665,0.0,0.0,0.0,-0.09668376908325595,0.0,-43.50769608746457,0.0
15,0.0,1566.277059148686,0.0,156236.13665008373,0.0,-1.0890359814456288e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1566.2770591484493,-140.96493532339503,367899.6736327704,-2.0866074370637837e-12,-1.788168299150891e-11,0.0,0.0,0.0,-7205.645374074074,0.0,0.0
16,-391.5692647871715,0.0,2.39767023383046e-14,0.0,39059.03416252093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.56926478711233,0.0,-43.507696087456935,-2.0866074370637837e-12,117519.15537150556,0.0,0.0,0.0,43.5076960874635,0.0,13019.678054173644,0.0
17,0.0,-9.59068093532184e-14,0.0,-1.0890359814456288e-11,0.0,-21616.93612222222,0.0,0.0,0.0,0.0,0.0,0.0,563.8597412935801,174.03078434982774,0.0,-1.7881682991508907e-11,0.0,314354.1184771125,0.0,-174.030784349854,0.0,0.0,0.0,52078.71221669458
